x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,gesture_index
0.0,0.0,0.0,-0.1734878432119233,-0.26192794466288893,-0.010587582086508262,-0.24701659373910073,-0.5087810371404923,-0.023924332284050533,-0.2646234284330746,-0.743015204500055,-0.06585963113504527,-0.2622097444235173,-0.9510068812611313,-0.10443139938914389,-0.04488078237301588,-0.6632346608110832,0.11359733101984298,-0.07058106404315126,-0.938531053379909,0.023484360200969417,-0.16700573121330745,-0.9345995789982596,-0.05835561943556578,-0.2353390340849543,-0.8508017294919541,-0.09944519388560122,0.04179605259356002,-0.6657263733985359,0.07433527891543378,0.01895179625042913,-0.9992782744077545,-0.03292050600374441,-0.11184562542681842,-0.922040475789939,-0.11071978526333041,-0.19082453758794288,-0.7686245425173331,-0.13531094002709715,0.15003550208933344,-0.6376225424651675,0.016736840328859574,0.14157451360487955,-0.980940033906039,-0.0839176638384977,-0.000349962656260882,-0.8714265660780804,-0.11453066289032174,-0.08066163880304314,-0.6923130417759562,-0.10148460978532345,0.28152728842182745,-0.5680053555790728,-0.044510440461794684,0.2654241630807165,-0.8291698758108772,-0.10899525279282396,0.14707364489805733,-0.7940491232122389,-0.11547818319462726,0.05696086186347672,-0.6634581633583417,-0.09934782632827063,0
0.0,0.0,0.0,-0.22814435589357315,-0.19410159255641762,0.004625213677051989,-0.3678575168277376,-0.4522832770353535,0.0036991780525579545,-0.44295747359377213,-0.6582827680157747,-0.0274260883458033,-0.5279589035052331,-0.847755779382235,-0.050690578351122624,-0.22906323090575184,-0.748658335448663,0.1292956055082075,-0.34223014765092363,-0.8847255119906292,0.02003136570048029,-0.3852600851921046,-0.6768272948427372,-0.05561836664389606,-0.36898872152400536,-0.5116368598532699,-0.08234144021789701,-0.1307360540858501,-0.751911921771666,0.08526014076460434,-0.2789394279375728,-0.8839213819532035,-0.03679748804261892,-0.30905729536862453,-0.6066898580316684,-0.08692253752342453,-0.2648567989224868,-0.42100880771521737,-0.08202806517094599,-0.013321399641201919,-0.7463395259837913,0.02021284801995528,-0.18015052557619288,-0.8767930076991132,-0.0977220860093221,-0.21420312746552062,-0.5935693478976112,-0.0932970041168749,-0.1705648013144335,-0.3825007145131019,-0.04655910502489941,0.12514455320247797,-0.7223748721240844,-0.04667877642584909,-0.056062815919843724,-0.8409266801570117,-0.11371493141959794,-0.14048491527083742,-0.6659010106466265,-0.09500782537803355,-0.14451437439421358,-0.49672424600086384,-0.052003556733871706,0
0.0,0.0,0.0,-0.22649029357787748,-0.19984990832781807,0.011152016420198163,-0.37126164793251415,-0.45602172228848903,0.011893998249034357,-0.4641067924884664,-0.6490972137137101,-0.0172871075554599,-0.5612537102163725,-0.8267167226993972,-0.03916290563178232,-0.2381267928348659,-0.7816288894076397,0.1313643799646342,-0.3925746014907315,-0.8672062637886759,0.02284008400850997,-0.4191488375283846,-0.6327447596307817,-0.05605148237109698,-0.37897805727798356,-0.45090990937088415,-0.08548568147982652,-0.14925590217968515,-0.794479007751476,0.08676786879559918,-0.35013192999751275,-0.8530150681194537,-0.03609390341468425,-0.35633243909909346,-0.567636302515866,-0.08821064873061484,-0.2908693807183692,-0.3756067522958702,-0.08564722269670871,-0.04627079786553873,-0.7967540105426124,0.022268814181039622,-0.2668284059823097,-0.8361028810667387,-0.09075400095627008,-0.2698652771414216,-0.5633646076443269,-0.08885986032254016,-0.20204596998568217,-0.36417146649682813,-0.045781453410786314,0.0730937272836322,-0.773651340488455,-0.04462836906432043,-0.14393630697990517,-0.8235416757464263,-0.11178165002269472,-0.19946084954544246,-0.6512811749058901,-0.09863870040930411,-0.17782152914134605,-0.49602920387342003,-0.059327953554740756,0
0.0,0.0,0.0,-0.27214334778636406,-0.21274702331804596,0.0314183997934345,-0.39743805174841346,-0.4412446420987304,0.0343094630395371,-0.5048539547894798,-0.6153332548944849,0.004718855241617182,-0.6177120043643005,-0.7862397983766528,-0.01608909919413719,-0.2602632933891685,-0.8363793172926451,0.1567936153827546,-0.4837801317625887,-0.8519058911280895,0.04940667493951843,-0.48284580367648267,-0.6048278001623909,-0.039600862289504206,-0.3977629817957865,-0.4208426372335681,-0.07523766392308394,-0.19249897164161622,-0.8646738902788886,0.10247425351468135,-0.4781455437429187,-0.8277401748941531,-0.012478210536015846,-0.446645092977203,-0.5368117008040992,-0.07178135007207621,-0.33853047931035046,-0.3685839181338926,-0.07585243582863108,-0.11655835394118429,-0.8753802983318519,0.03065052087115323,-0.42348081262958925,-0.804988656861843,-0.06797029933136621,-0.3823368229408136,-0.535154730266394,-0.06726328504050232,-0.27079107626802573,-0.36474964488694894,-0.027691808672000332,-0.040417646439370764,-0.8524914807009367,-0.04425298872160291,-0.32057938947222214,-0.8134092054699233,-0.09544445170397578,-0.3326047618632695,-0.6325270381415642,-0.07526640678604428,-0.2649773696345418,-0.4848092002725302,-0.030359802475344387,0
0.0,0.0,0.0,-0.2968045900469538,-0.20577807276677873,0.03310483812188259,-0.4185156293821987,-0.42676754402513073,0.033526978362718056,-0.5326311563756542,-0.6010102270504206,0.0020503222345061114,-0.6371926734332234,-0.7704655876024368,-0.019190498780730873,-0.2432068476732191,-0.86250739964765,0.138228265375309,-0.5161093041057958,-0.8373129658403157,0.032289071584432304,-0.514921093175475,-0.5752794135672421,-0.05321485404118294,-0.4229461490129093,-0.4039300724797769,-0.08825991381877546,-0.1802246158942156,-0.8962285333031691,0.0817398175781654,-0.5249648581112186,-0.8063681553279882,-0.033060819522006735,-0.4871236441942316,-0.5057045570848242,-0.08677524602445741,-0.3711757804946428,-0.3549125188647092,-0.0893725718777851,-0.12108389173276075,-0.897174739962894,0.009580614770239275,-0.48600961482122246,-0.7834729579933178,-0.09453237751620004,-0.434851766556111,-0.49814626612302393,-0.08960606257396692,-0.3087969268754637,-0.34050745300490154,-0.047075273119094665,-0.07795541343864584,-0.8527132138598335,-0.0652420532630993,-0.39430579902657786,-0.7803276860835668,-0.12534600715181551,-0.4071214466601814,-0.5913389371172352,-0.10743872777577712,-0.33686184738729585,-0.44669482606066435,-0.06310724795034557,0
0.0,0.0,0.0,-0.3247048689258287,-0.17432505971199314,0.039302178268205736,-0.44587768643906167,-0.40168649531912914,0.03685650380801088,-0.5578878400781795,-0.5746900822006387,0.00445136861846962,-0.6613162894592121,-0.7357559122640178,-0.01660243770053842,-0.2061844943115645,-0.918489148128327,0.1310714070143679,-0.5605088064169149,-0.8281018989463621,0.008781963932653437,-0.5653732917212434,-0.5681538116584026,-0.09039751815284575,-0.47027392006745816,-0.3950747895721964,-0.12982207943857157,-0.16545762426489372,-0.938758696170277,0.07037101868221945,-0.5894072735572999,-0.7992514606952985,-0.05110721134984986,-0.5538553128227756,-0.49642266545677455,-0.10844483969761468,-0.42777649350766506,-0.3501082168068618,-0.11263898959257841,-0.14807632197400492,-0.9225379563631619,-0.005613387651315115,-0.5741661060126174,-0.773311790216842,-0.11719988550857949,-0.5189353254398316,-0.4780837702256852,-0.11542678509242107,-0.3745599414401523,-0.3372241280593037,-0.07535030625531179,-0.15941466739941726,-0.8656268430382674,-0.08348199406631214,-0.5051998771428602,-0.7527855453991965,-0.153024874876291,-0.49803054785041506,-0.5364440263947683,-0.1391909436131159,-0.40198416589305946,-0.40382608736602105,-0.09589152618216326,0
0.0,0.0,0.0,-0.31014197326622117,-0.13893167905940523,0.10758351112361403,-0.4448538600202413,-0.33044601367384485,0.12367517934993712,-0.544550790602183,-0.4191012260820493,0.0957516303884112,-0.6145703792954398,-0.4998703162749568,0.06915972933571,-0.2426376274075233,-0.9123601042597814,0.19405383752606,-0.5808722621492757,-0.7708255747172077,0.11077388667332505,-0.6042177648192789,-0.5371275120689044,0.015874972543884994,-0.5363463558174689,-0.34979597667745815,-0.028972316792138752,-0.2528224825565588,-0.9479642254533626,0.100158153521751,-0.6440217479366465,-0.7063375989138403,0.02840028650256826,-0.6039608206191005,-0.44101045082058626,-0.043643331466634745,-0.4850114281809348,-0.29187914805599685,-0.07346543746698521,-0.2927059004322405,-0.9331953825366355,0.0001380342803495961,-0.6741625070435104,-0.6842897218083545,-0.05486681131518105,-0.6148789417501184,-0.41980094019860625,-0.08203967761458167,-0.486338017321588,-0.2937035665844957,-0.08346483432142379,-0.3669954658449797,-0.8861354500609935,-0.09640668675842941,-0.6873027940307586,-0.7168176818018085,-0.11741925043958476,-0.6573882949394535,-0.5256715574028034,-0.10470573708672203,-0.5605837072180021,-0.4299400558387931,-0.07955924125580056,0
0.0,0.0,0.0,-0.27165596523620633,-0.11681280986836269,0.06802259246996911,-0.4318879461100477,-0.30153588696180716,0.06718037472983726,-0.5495273506162761,-0.39373569386184143,0.03306485375091903,-0.6413957900447129,-0.4677194100296527,-0.0024542014136273746,-0.23260233266388386,-0.8762205648197102,0.1341205655818605,-0.5589904759886499,-0.6963296766813506,0.04817884903780774,-0.583826619988311,-0.47347365177497175,-0.05437719362224733,-0.5168645501429655,-0.26740138930500706,-0.10704800573160149,-0.28505050725325815,-0.9203407756320732,0.06396369720093242,-0.6407707519514978,-0.6710197379986763,-0.012308826011873022,-0.6148562956382988,-0.42081662447643464,-0.09539789304754054,-0.5100739490300539,-0.2313303679839169,-0.1359291699374472,-0.3593841353108022,-0.9068329910616546,-0.011403289344040677,-0.7019104825160766,-0.6511282654903304,-0.07762543856832568,-0.6538962479021608,-0.38329837852365645,-0.12239043366913675,-0.5393957141704685,-0.2131571422182033,-0.13552718737363686,-0.4584544971265281,-0.8493898318465162,-0.08435608857947378,-0.7432733511565227,-0.6571915302034282,-0.1250760492237784,-0.7144103323598151,-0.45496221838343043,-0.12835576067395738,-0.6258917444630601,-0.3281114061805005,-0.1139135255337623,0
0.0,0.0,0.0,-0.2061528870195065,-0.10488264309638633,0.03093606495118303,-0.3741832111244435,-0.2535016741110859,0.01862384053174001,-0.5265120165469507,-0.30226446379415,-0.01621898888766522,-0.6556480710739978,-0.33165291222679455,-0.05154511749608886,-0.18633401355016221,-0.8573889401375703,0.09349024915854971,-0.4973787419781127,-0.6611813315514434,0.007745119893522668,-0.5630857740209144,-0.45304303645176663,-0.09570033588422608,-0.5331252857332356,-0.25954528231614454,-0.152407364737186,-0.26682939391629,-0.9150268322235812,0.042196402171588515,-0.610916679537585,-0.6380823082840192,-0.039398919883493935,-0.59399495718323,-0.3968503894999192,-0.1261632720560804,-0.4993243435698955,-0.2185991547830471,-0.16992000925742642,-0.36875398672820187,-0.9021385697065112,-0.014615040656590925,-0.7067799018866717,-0.6216222460400066,-0.08966742269932915,-0.6609009416252719,-0.3473859906350774,-0.14064282273517778,-0.5544602947762222,-0.1771480716363014,-0.15646809241549545,-0.49507694368147626,-0.8397150178851209,-0.07078325830902531,-0.7717681968562781,-0.6226740254463241,-0.12903839876439702,-0.7431205297274498,-0.4191781818787848,-0.1428377798619114,-0.6575816197051534,-0.29199978190414744,-0.13303834621691157,0
0.0,0.0,0.0,-0.1681893747256574,-0.20761308542313145,0.05006306999146137,-0.3273467592191549,-0.38760211418623247,0.05428664703965958,-0.4659886369528819,-0.45791917832791923,0.031470547127889215,-0.5844074513522589,-0.504342056645557,0.005315640980053725,-0.1853422689578404,-0.8909095832418584,0.12931567443008557,-0.4792414199754615,-0.6638584227467293,0.049646399982632435,-0.5593368380083028,-0.4424029610909444,-0.057229480103821694,-0.545609199567976,-0.23955725528221497,-0.11783334401498029,-0.28331406223869415,-0.9431954491456037,0.07183569703164597,-0.6083060189590414,-0.6375140089332253,-0.0024056160025031892,-0.6010231714789248,-0.37581203515550354,-0.09674700862397283,-0.5184213737223353,-0.18014969413000792,-0.1466667422804998,-0.39802880963374404,-0.917322158120111,0.009650125564317567,-0.7190901449536006,-0.60345457403145,-0.06567636541030587,-0.6780016813937716,-0.3128482515941737,-0.12849919148401528,-0.5766250806404862,-0.11978917637731855,-0.15193198167200161,-0.5299139783919123,-0.8365981976973395,-0.049569875381213144,-0.791683626369634,-0.5927089821738651,-0.1114616233390629,-0.7587313219052718,-0.3802759357435261,-0.13085611387308047,-0.6750438157601901,-0.24301042465296818,-0.12497582230238062,0
